customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment,name,city,region,segment_original
C021799,320,12,439082.9,1,4,4,9,Potential,Frado Dora,Chandigarh,North,Gold
C021800,95,3,77079.84,3,1,1,5,Lost,Urishilla Bansal,Bhopal,Central,Occasional
C021801,410,7,168031.6,1,2,2,5,Lost,Chakrika Balay,Pune,West,Regular
C021802,10,6,365120.31,5,2,3,10,Potential,Falak Suresh,Chandigarh,North,Occasional
C021803,103,22,428106.36,3,5,4,12,Loyal,Irya Jhaveri,Nagpur,Central,Gold
C021804,129,5,130248.93,2,2,2,6,Lost,Alka Mangat,Delhi,North,Regular
C021805,52,8,216817.36000000002,4,3,2,9,Potential,Rachit Kohli,Hyderabad,South,Silver
C021806,48,9,238094.77,4,3,2,9,Potential,Hemani Deshmukh,Kolkata,East,Regular
C021807,28,37,1321837.27,4,5,5,14,Champions,Upasna Balay,Bangalore,South,Diamond
C021808,16,14,277168.62,5,4,3,12,Loyal,Udyati Shah,Gurgaon,North,Platinum
C021809,242,2,20114.3,1,1,1,3,Lost,Kabir Sachar,Lucknow,North,New
C021810,49,2,28714.78,4,1,1,6,Lost,Imaran Parekh,Delhi,North,New
C021811,62,9,453456.18,3,3,4,10,Potential,Hritik Mishra,Chennai,South,Silver
C021812,187,7,372597.99,2,2,3,7,At Risk,Isaac Dalal,Kolkata,East,Silver
C021813,57,18,421864.39,4,5,4,13,Champions,Bakhshi Sathe,Lucknow,North,Gold
C021814,246,7,92842.93000000001,1,2,1,4,Lost,Omaja Nath,Vadodara,West,Silver
C021815,245,1,92410.73,1,1,1,3,Lost,Inaya Varughese,Delhi,North,New
C021816,127,9,227054.77,2,3,2,7,At Risk,Ishwar Panchal,Mumbai,West,Regular
C021817,710,1,245237.69,1,1,2,4,Lost,Madhav Gupta,Mumbai,West,Occasional
C021818,214,9,176877.1,2,3,2,7,At Risk,Radhika Mukherjee,Vadodara,West,Silver
C021819,36,14,209903.56,4,4,2,10,Potential,Michael Swamy,Lucknow,North,Regular
C021820,16,20,821705.74,5,5,5,15,Champions,Aarush Kashyap,Kochi,South,Gold
C021821,49,9,124725.88,4,3,2,9,Potential,Irya Kade,Kolkata,East,Silver
C021822,81,7,456230.0,3,2,4,9,Potential,Alexander Tara,Bhopal,Central,Silver
C021823,256,3,67255.42,1,1,1,3,Lost,Kiaan Dutt,Nagpur,Central,New
C021824,64,4,236572.83000000002,3,1,2,6,Lost,Maanav Purohit,Nagpur,Central,New
C021825,139,4,342147.18,2,1,3,6,Lost,Mason Bala,Bangalore,South,New
C021826,72,17,551588.32,3,5,4,12,Loyal,Saanvi Sen,Jaipur,North,Regular
C021827,230,9,168743.09,1,3,2,6,Lost,Hemang Bhargava,Lucknow,North,Regular
C021828,404,7,471364.2,1,2,4,7,At Risk,Champak Soni,Indore,Central,Silver
C021829,204,4,199778.56,2,1,2,5,Lost,Vansha Dani,Coimbatore,South,Regular
C021830,269,6,81563.16,1,2,1,4,Lost,Rohan Prabhakar,Coimbatore,South,Occasional
C021832,73,2,27331.38,3,1,1,5,Lost,Gavin Lad,Kolkata,East,New
C021833,32,5,505958.01,4,2,4,10,Potential,Ranbir Panchal,Coimbatore,South,Occasional
C021834,137,4,31793.289999999997,2,1,1,4,Lost,Kavya Yogi,Jaipur,North,Regular
C021835,276,8,118316.4,1,3,1,5,Lost,Ojas Sant,Vadodara,West,Regular
C021836,74,13,358681.72000000003,3,4,3,10,Potential,Daniel Sodhi,Chandigarh,North,Platinum
C021837,829,4,49432.29,1,1,1,3,Lost,Avi Batra,Hyderabad,South,New
C021838,373,11,188204.77,1,4,2,7,At Risk,Kala Viswanathan,Kochi,South,Gold
C021839,47,7,145545.74,4,2,2,8,At Risk,Isaac Bhatti,Vadodara,West,Silver
C021840,249,6,133897.43,1,2,2,5,Lost,Caleb Bahri,Chennai,South,Silver
C021841,49,11,249829.41999999998,4,4,3,11,Loyal,Ishaan Dani,Nagpur,Central,Regular
C021842,3,5,82760.17,5,2,1,8,At Risk,Anusha Goel,Mumbai,West,Regular
C021843,12,24,651699.86,5,5,5,15,Champions,Manya Nanda,Pune,West,Gold
C021844,74,3,139856.76,3,1,2,6,Lost,Jyoti Chaudhuri,Nagpur,Central,Regular
C021845,78,8,75397.21,3,3,1,7,At Risk,Siddharth Raval,Vadodara,West,Regular
C021846,103,30,825238.4299999999,3,5,5,13,Champions,Gagan Samra,Vadodara,West,Diamond
C021847,125,14,274684.14,2,4,3,9,Potential,Tanish Kakar,Mumbai,West,Gold
C021848,197,16,1275039.7000000002,2,5,5,12,Loyal,Ekiya Som,Surat,West,Regular
C021849,18,10,552678.79,5,3,4,12,Loyal,Jackson Tailor,Mumbai,West,Silver
C021850,130,14,829433.06,2,4,5,11,Loyal,Kevin Loyal,Visakhapatnam,South,Silver
C021851,3,11,326032.11,5,4,3,12,Loyal,Azaan Vora,Chandigarh,North,Regular
C021852,120,6,195715.81,2,2,2,6,Lost,Lopa Saxena,Pune,West,Occasional
C021853,28,12,481489.14,4,4,4,12,Loyal,Patrick Chaudhry,Lucknow,North,Gold
C021854,153,5,60517.58,2,2,1,5,Lost,Mohammed Sodhi,Delhi,North,Occasional
C021855,46,9,327366.42,4,3,3,10,Potential,Chatura Hayer,Gurgaon,North,Silver
C021856,58,9,366802.23,4,3,3,10,Potential,Advik Ramaswamy,Lucknow,North,Regular
C021857,149,20,339795.07999999996,2,5,3,10,Potential,Omya Chaudry,Indore,Central,Gold
C021858,33,9,208761.12000000002,4,3,2,9,Potential,Rishi Kohli,Chennai,South,Regular
C021859,58,19,651339.9,4,5,5,14,Champions,Anmol Jha,Chandigarh,North,Platinum
C021860,188,6,83432.13,2,2,1,5,Lost,Azad Tiwari,Hyderabad,South,Regular
C021861,22,11,238172.16,5,4,2,11,Loyal,Neha Anand,Lucknow,North,Silver
C021862,131,5,185619.62,2,2,2,6,Lost,Niharika Talwar,Bangalore,South,Regular
C021863,21,9,404205.37,5,3,4,12,Loyal,Varsha Yogi,Bhopal,Central,Regular
C021864,4,9,111207.48,5,3,1,9,Potential,Banjeet Lala,Vadodara,West,Silver
C021865,7,34,1292967.92,5,5,5,15,Champions,Mitesh Krishna,Bhopal,Central,Diamond
C021866,604,1,136972.45,1,1,2,4,Lost,Zehaan Virk,Bangalore,South,New
C021867,42,10,192648.41999999998,4,3,2,9,Potential,Karan Ben,Kochi,South,Silver
C021868,145,1,33557.3,2,1,1,4,Lost,Agastya Thaker,Vadodara,West,Occasional
C021869,195,12,314236.04,2,4,3,9,Potential,Indrajit Chhabra,Bhopal,Central,Occasional
C021870,513,7,262515.88,1,2,3,6,Lost,Janani Anne,Jaipur,North,Regular
C021871,256,9,289086.37,1,3,3,7,At Risk,Pavani Tella,Kochi,South,Regular
C021872,7,17,782904.44,5,5,5,15,Champions,Ubika Chanda,Chandigarh,North,Silver
C021873,230,7,437905.57,1,2,4,7,At Risk,Warinder Mane,Lucknow,North,Occasional
C021874,256,3,22587.7,1,1,1,3,Lost,Vincent Deol,Pune,West,Occasional
C021875,243,13,393303.15,1,4,4,9,Potential,Yashawini Yadav,Indore,Central,Platinum
C021876,34,22,446574.04,4,5,4,13,Champions,Kashvi Sachdeva,Visakhapatnam,South,Platinum
C021877,111,6,98699.57999999999,3,2,1,6,Lost,Falan Ghosh,Indore,Central,Regular
C021878,72,11,615626.42,3,4,5,12,Loyal,Oeshi Desai,Ahmedabad,West,Silver
C021879,175,10,200453.65,2,3,2,7,At Risk,Oviya Natt,Bangalore,South,Regular
C021880,160,8,355203.64,2,3,3,8,At Risk,Qadim Arora,Indore,Central,Occasional
C021881,520,1,5170.15,1,1,1,3,Lost,Ryan Kanda,Lucknow,North,New
C021882,53,11,496790.23000000004,4,4,4,12,Loyal,Ekavir Tata,Lucknow,North,Silver
C021883,53,10,461449.32,4,3,4,11,Loyal,Vedant Dave,Chennai,South,Regular
C021884,4,21,618335.8300000001,5,5,5,15,Champions,Hemangini Rege,Ahmedabad,West,Diamond
C021885,1060,1,89783.79,1,1,1,3,Lost,Aarna Yohannan,Jaipur,North,New
C021886,3,9,599205.02,5,3,5,13,Champions,Mahika Babu,Lucknow,North,Regular
C021887,6,7,430410.31,5,2,4,11,Loyal,Aachal Sankar,Indore,Central,Occasional
C021888,284,2,105826.12,1,1,1,3,Lost,Vanya Grover,Chennai,South,New
C021889,14,9,869690.03,5,3,5,13,Champions,Tanish Bala,Surat,West,Silver
C021890,33,13,344476.36,4,4,3,11,Loyal,Charles Rama,Pune,West,Regular
C021891,11,12,581396.35,5,4,5,14,Champions,Anthony Dave,Kolkata,East,Silver
C021892,18,19,394063.82,5,5,4,14,Champions,Ekantika Naidu,Visakhapatnam,South,Silver
C021893,76,4,38876.55,3,1,1,5,Lost,Nathaniel Khatri,Bangalore,South,Regular
C021894,185,2,3119.12,2,1,1,4,Lost,Ekapad Gour,Jaipur,North,New
C021895,331,12,304800.56,1,4,3,8,At Risk,Omya Vasa,Jaipur,North,Silver
C021896,64,22,507687.51999999996,3,5,4,12,Loyal,Umang Suresh,Delhi,North,Diamond
C021897,372,5,299346.42,1,2,3,6,Lost,Zinal Nigam,Nagpur,Central,Regular
C021898,46,15,502884.55,4,5,4,13,Champions,Yasti Mannan,Bangalore,South,Regular
C021899,120,14,937695.59,2,4,5,11,Loyal,Darsh Ghose,Hyderabad,South,Platinum
C021900,55,7,156319.86,4,2,2,8,At Risk,Gagan Choudhry,Chennai,South,Occasional
C021901,137,6,355544.63,2,2,3,7,At Risk,Leela Vora,Mumbai,West,Occasional
C021902,57,8,179304.78,4,3,2,9,Potential,Girindra Murty,Chandigarh,North,Silver
C021903,120,11,515049.52,2,4,4,10,Potential,Diya Murty,Visakhapatnam,South,Gold
C021904,322,10,458463.26,1,3,4,8,At Risk,Arin Pai,Nagpur,Central,Regular
C021905,72,10,738519.8999999999,3,3,5,11,Loyal,Vedant Bir,Visakhapatnam,South,Occasional
C021906,279,8,83215.23,1,3,1,5,Lost,Mohammed Sastry,Mumbai,West,Occasional
C021907,162,9,322680.31999999995,2,3,3,8,At Risk,Maya Pandey,Kolkata,East,Regular
C021908,15,33,878720.66,5,5,5,15,Champions,Zayan Choudhry,Kochi,South,Diamond
C021909,173,13,455593.36,2,4,4,10,Potential,Aashi Puri,Hyderabad,South,Regular
C021910,370,4,22347.280000000002,1,1,1,3,Lost,Vihaan Mani,Kolkata,East,Regular
C021911,647,1,20777.54,1,1,1,3,Lost,Champak Pillay,Surat,West,Occasional
C021912,27,14,740552.49,4,4,5,13,Champions,Elijah Babu,Bhopal,Central,Regular
C021913,35,9,382725.17,4,3,3,10,Potential,Aadhya Patla,Vadodara,West,Silver
C021914,154,11,286271.64,2,4,3,9,Potential,Jeet Prasad,Chennai,South,Silver
C021915,93,17,620355.57,3,5,5,13,Champions,Hamsini Chatterjee,Chennai,South,Platinum
C021916,8,23,948252.0,5,5,5,15,Champions,Anvi Gandhi,Gurgaon,North,Diamond
C021917,26,38,1302232.72,4,5,5,14,Champions,Manya Iyer,Vadodara,West,Diamond
C021918,64,15,315469.07,3,5,3,11,Loyal,Michael Balay,Visakhapatnam,South,Platinum
C021919,23,32,589238.34,5,5,5,15,Champions,Tanveer Tank,Bhopal,Central,Diamond
C021920,13,20,565150.55,5,5,4,14,Champions,Zilmil Raja,Pune,West,Platinum
C021921,156,15,389420.02,2,5,4,11,Loyal,Pooja Chadha,Hyderabad,South,Gold
C021922,143,5,264376.33,2,2,3,7,At Risk,Sudiksha Butala,Chennai,South,Occasional
C021923,33,7,81276.47,4,2,1,7,At Risk,Isha Banik,Pune,West,Occasional
C021924,74,4,119350.95000000001,3,1,1,5,Lost,Vyanjana Garde,Delhi,North,New
C021925,547,2,54115.810000000005,1,1,1,3,Lost,Kiaan Jain,Surat,West,New
C021926,280,9,99201.34,1,3,1,5,Lost,Aayush Agarwal,Visakhapatnam,South,Regular
C021927,103,12,223969.28,3,4,2,9,Potential,Ekani Saraf,Mumbai,West,Regular
C021929,124,11,339467.07,2,4,3,9,Potential,Omkaar Dayal,Chandigarh,North,Gold
C021930,68,7,235645.04,3,2,2,7,At Risk,Lavanya Acharya,Bhopal,Central,Occasional
C021931,178,20,468704.35,2,5,4,11,Loyal,Indali Mutti,Indore,Central,Regular
C021932,11,12,433274.70999999996,5,4,4,13,Champions,Panini Shankar,Vadodara,West,Gold
C021933,26,14,797367.49,4,4,5,13,Champions,Manbir Kothari,Chandigarh,North,Platinum
C021934,50,6,432536.43,4,2,4,10,Potential,Aadhya Wali,Gurgaon,North,Regular
C021935,445,6,169804.2,1,2,2,5,Lost,Viraj Rastogi,Bhopal,Central,Occasional
C021936,49,15,694485.1799999999,4,5,5,14,Champions,Maanav Dhaliwal,Ahmedabad,West,Gold
C021937,150,10,115021.6,2,3,1,6,Lost,Mekhala Talwar,Delhi,North,Occasional
C021938,158,8,384029.45,2,3,3,8,At Risk,Yamini Samra,Mumbai,West,Regular
C021939,60,11,576856.48,3,4,5,12,Loyal,Ekantika Wali,Surat,West,Platinum
C021940,16,14,340489.68,5,4,3,12,Loyal,Dayamai Chander,Lucknow,North,Regular
C021941,14,30,884785.4299999999,5,5,5,15,Champions,Leena Zachariah,Bhopal,Central,Diamond
C021942,55,15,623695.48,4,5,5,14,Champions,Alexander Kanda,Delhi,North,Platinum
C021943,129,7,327175.07,2,2,3,7,At Risk,Chakradev Gupta,Kolkata,East,Regular
C021944,111,13,217098.69999999998,3,4,2,9,Potential,Tanish Batra,Ahmedabad,West,Silver
C021945,142,6,486997.79,2,2,4,8,At Risk,Teerth Basu,Vadodara,West,New
C021946,61,8,448086.87,3,3,4,10,Potential,Amruta Choudhury,Coimbatore,South,Regular
C021947,55,2,66539.29000000001,4,1,1,6,Lost,Rudra Nayar,Kolkata,East,New
C021948,255,11,366504.35000000003,1,4,3,8,At Risk,Jairaj Maharaj,Jaipur,North,Occasional
C021949,92,18,286357.72,3,5,3,11,Loyal,Joshua Subramaniam,Chennai,South,Platinum
C021950,34,11,560131.05,4,4,4,12,Loyal,Umang Baral,Kochi,South,Gold
C021951,68,11,487344.16000000003,3,4,4,11,Loyal,Edhitha Tata,Gurgaon,North,Regular
C021952,18,7,321939.94,5,2,3,10,Potential,Yashawini Ramachandran,Kochi,South,Occasional
C021953,24,21,450240.15,5,5,4,14,Champions,Oeshi Wason,Surat,West,Platinum
C021954,8,8,388997.74000000005,5,3,4,12,Loyal,Frado Tata,Delhi,North,Silver
C021955,513,2,6315.05,1,1,1,3,Lost,Nidhi Keer,Kolkata,East,New
C021956,155,7,377248.39,2,2,3,7,At Risk,Aashi Halder,Vadodara,West,Occasional
C021957,18,12,228557.56,5,4,2,11,Loyal,Damini Hora,Visakhapatnam,South,Regular
C021958,46,13,274204.57,4,4,3,11,Loyal,Devika Kulkarni,Surat,West,Gold
C021959,304,17,990117.01,1,5,5,11,Loyal,Darika Thakkar,Surat,West,Gold
C021960,19,10,285561.16000000003,5,3,3,11,Loyal,Samarth Goda,Kolkata,East,Regular
C021961,267,8,495540.83,1,3,4,8,At Risk,Ikshita Varma,Pune,West,Occasional
C021962,146,6,91523.73,2,2,1,5,Lost,Qabil Zacharia,Vadodara,West,New
C021963,137,9,293566.02999999997,2,3,3,8,At Risk,Madhavi Seshadri,Visakhapatnam,South,Occasional
C021964,90,16,780922.0700000001,3,5,5,13,Champions,Agastya Choudhury,Mumbai,West,Gold
C021965,498,2,66164.9,1,1,1,3,Lost,Chakrika Bhagat,Pune,West,Occasional
C021966,145,13,226458.28,2,4,2,8,At Risk,Falak Wadhwa,Nagpur,Central,Silver
C021967,6,8,293388.0,5,3,3,11,Loyal,Jairaj Toor,Lucknow,North,Regular
C021968,5,12,577722.33,5,4,5,14,Champions,Udyati Batta,Gurgaon,North,Regular
C021969,155,12,414778.98,2,4,4,10,Potential,Ekani Ramachandran,Visakhapatnam,South,Gold
C021970,344,3,88641.33,1,1,1,3,Lost,Gautam Sarkar,Lucknow,North,Occasional
C021971,252,8,172252.75999999998,1,3,2,6,Lost,Kashvi Grewal,Visakhapatnam,South,Regular
C021972,7,17,729666.55,5,5,5,15,Champions,Chakradev Kala,Gurgaon,North,Platinum
C021973,19,20,815661.0,5,5,5,15,Champions,Vritti Atwal,Delhi,North,Gold
C021974,6,13,765980.4099999999,5,4,5,14,Champions,Saanvi Chana,Nagpur,Central,Regular
C021975,141,12,495017.45,2,4,4,10,Potential,Brinda Hayer,Pune,West,Gold
C021976,381,6,199296.59,1,2,2,5,Lost,Yashica Chatterjee,Pune,West,Silver
C021977,73,14,542907.03,3,4,4,11,Loyal,Harinakshi Sodhi,Pune,West,Platinum
C021978,34,13,450573.67,4,4,4,12,Loyal,Hemal Dhingra,Lucknow,North,Regular
C021979,75,15,888178.2000000001,3,5,5,13,Champions,Orinder Sandhu,Bangalore,South,Regular
C021980,20,27,696166.41,5,5,5,15,Champions,Ekapad Barad,Indore,Central,Gold
C021981,96,7,54593.27,3,2,1,6,Lost,Triya Mistry,Pune,West,Occasional
C021982,9,9,135764.49,5,3,2,10,Potential,Gaurang Korpal,Bangalore,South,Silver
C021983,14,29,681180.99,5,5,5,15,Champions,Tejas Rout,Chandigarh,North,Diamond
C021984,255,6,324767.37,1,2,3,6,Lost,Janaki Devi,Mumbai,West,Regular
C021985,556,5,99382.07,1,2,1,4,Lost,Arya Dewan,Bangalore,South,Occasional
C021986,16,16,790741.58,5,5,5,15,Champions,Yashodhara Lata,Kochi,South,Gold
C021987,179,6,102079.95999999999,2,2,1,5,Lost,Mekhala Solanki,Indore,Central,Regular
C021988,9,22,817833.97,5,5,5,15,Champions,Liam Peri,Kochi,South,Platinum
C021989,177,9,363967.26,2,3,3,8,At Risk,Aarush Joshi,Ahmedabad,West,Platinum
C021990,27,13,505918.93,4,4,4,12,Loyal,Sarthak Seshadri,Jaipur,North,Gold
C021991,552,3,184164.59999999998,1,1,2,4,Lost,Nisha Bir,Kochi,South,Occasional
C021992,25,25,545604.84,5,5,4,14,Champions,Dayita Balay,Vadodara,West,Platinum
C021993,505,3,99483.06,1,1,1,3,Lost,Nachiket Cherian,Visakhapatnam,South,Regular
C021994,91,6,328520.13,3,2,3,8,At Risk,Dhruv Kapoor,Vadodara,West,Occasional
C021995,74,13,630485.9,3,4,5,12,Loyal,Wahab Sastry,Jaipur,North,Silver
C021996,104,14,630185.0,3,4,5,12,Loyal,Hemani Nadig,Chandigarh,North,Platinum
C021997,127,11,333537.52,2,4,3,9,Potential,Ekanta Narain,Kolkata,East,Platinum
C021998,141,4,152146.54,2,1,2,5,Lost,Frado Dasgupta,Surat,West,New
C021999,197,13,327786.45,2,4,3,9,Potential,Atharv Koshy,Kochi,South,Platinum
C022000,905,1,9428.78,1,1,1,3,Lost,Neel Thakkar,Delhi,North,New
C022001,305,10,358291.39,1,3,3,7,At Risk,Manbir Swamy,Mumbai,West,Regular
C022002,2,9,178233.80000000002,5,3,2,10,Potential,Sudiksha Batra,Gurgaon,North,Regular
C022003,206,13,376230.23,2,4,3,9,Potential,Leela Modi,Kolkata,East,Gold
C022004,42,11,221569.06999999998,4,4,2,10,Potential,Om Lad,Bhopal,Central,Occasional
C022005,298,4,172127.21,1,1,2,4,Lost,Kala Mishra,Gurgaon,North,New
C022006,363,7,403479.42,1,2,4,7,At Risk,Jasmit Pillai,Ahmedabad,West,Occasional
C022007,2,17,1051812.05,5,5,5,15,Champions,Samarth Kala,Chandigarh,North,Gold
C022008,83,7,71819.7,3,2,1,6,Lost,Peter Mahajan,Pune,West,Occasional
C022009,97,5,243467.3,3,2,2,7,At Risk,Hemangini Deol,Gurgaon,North,Occasional
C022010,323,7,315241.15,1,2,3,6,Lost,Zinal Sawhney,Chennai,South,Platinum
C022011,95,6,230976.75,3,2,2,7,At Risk,Garima Choudhary,Pune,West,Gold
C022012,53,8,226365.05,4,3,2,9,Potential,Ucchal Chada,Indore,Central,New
C022013,17,16,563607.08,5,5,4,14,Champions,Caleb Keer,Ahmedabad,West,Gold
C022014,3,10,372547.95,5,3,3,11,Loyal,Laksh Dhaliwal,Jaipur,North,Regular
C022015,11,20,564512.85,5,5,4,14,Champions,Elijah Uppal,Coimbatore,South,Silver
C022016,102,12,376936.88,3,4,3,10,Potential,Avni Mody,Vadodara,West,Regular
C022017,143,5,232921.74,2,2,2,6,Lost,Maanas Seshadri,Gurgaon,North,Silver
C022018,256,2,79722.47,1,1,1,3,Lost,Diya Bumb,Bhopal,Central,Occasional
C022019,146,4,49725.33,2,1,1,4,Lost,Zarna Tiwari,Vadodara,West,Silver
C022020,37,8,155383.77,4,3,2,9,Potential,Sachi Thakkar,Bhopal,Central,Regular
C022021,71,13,370162.02,3,4,3,10,Potential,Udarsh Dhingra,Delhi,North,Platinum
C022022,79,12,294646.42,3,4,3,10,Potential,Vaishnavi Deo,Kolkata,East,Regular
C022023,43,13,440322.48000000004,4,4,4,12,Loyal,Anay Padmanabhan,Gurgaon,North,Gold
C022024,12,10,160578.7,5,3,2,10,Potential,Eesha Mand,Surat,West,Silver
C022025,16,10,541542.6,5,3,4,12,Loyal,Qushi Sha,Chandigarh,North,Regular
C022026,22,7,257547.47,5,2,3,10,Potential,Indali Viswanathan,Kolkata,East,Occasional
C022027,214,9,409069.83999999997,2,3,4,9,Potential,Ati Varughese,Kochi,South,Regular
C022028,4,12,287138.43,5,4,3,12,Loyal,Charan Gade,Kochi,South,Gold
C022029,121,8,535513.64,2,3,4,9,Potential,Anirudh Balasubramanian,Kochi,South,Silver
C022030,101,13,905292.4199999999,3,4,5,12,Loyal,Mugdha Natarajan,Hyderabad,South,Regular
C022031,86,7,279081.27,3,2,3,8,At Risk,Charita Devi,Visakhapatnam,South,Occasional
C022032,334,1,5095.03,1,1,1,3,Lost,Manya Sarna,Lucknow,North,Occasional
C022033,225,10,538454.4299999999,1,3,4,8,At Risk,Tanay Nadkarni,Indore,Central,Regular
C022034,34,8,622156.03,4,3,5,12,Loyal,Yoshita Prasad,Jaipur,North,Regular
C022035,238,14,385205.33,1,4,3,8,At Risk,Aradhana Gulati,Coimbatore,South,Gold
C022036,10,11,498053.66000000003,5,4,4,13,Champions,Omya Chanda,Indore,Central,Silver
C022037,50,15,804702.08,4,5,5,14,Champions,Lila Mutti,Jaipur,North,Silver
C022038,22,20,445710.2,5,5,4,14,Champions,Tristan Baria,Mumbai,West,Diamond
C022039,18,15,585750.66,5,5,5,15,Champions,Shivansh Sabharwal,Vadodara,West,Silver
C022040,17,21,1335199.25,5,5,5,15,Champions,Prisha Bala,Bangalore,South,Diamond
C022041,49,13,548896.87,4,4,4,12,Loyal,Ishanvi Majumdar,Bangalore,South,Gold
C022042,145,7,278348.94,2,2,3,7,At Risk,Yoshita Issac,Kolkata,East,Regular
C022043,85,6,317569.69,3,2,3,8,At Risk,Maya Sodhi,Delhi,North,Regular
C022044,6,10,371059.16,5,3,3,11,Loyal,Damini Soman,Coimbatore,South,Silver
C022045,141,9,119177.51999999999,2,3,1,6,Lost,Arya Mody,Indore,Central,Silver
C022046,100,15,626194.47,3,5,5,13,Champions,Thomas Sangha,Delhi,North,Silver
C022047,238,26,736137.44,1,5,5,11,Loyal,Yashoda Kapoor,Nagpur,Central,Platinum
C022048,19,12,533741.28,5,4,4,13,Champions,Karan Bir,Indore,Central,Gold
C022049,150,4,132858.98,2,1,2,5,Lost,Pranit Chad,Indore,Central,Regular
C022050,35,10,473773.81,4,3,4,11,Loyal,Nihal Nagi,Bhopal,Central,Regular
C022051,16,12,172481.73,5,4,2,11,Loyal,Vaishnavi Sawhney,Chandigarh,North,Silver
C022052,206,11,229634.73,2,4,2,8,At Risk,Krish Vohra,Gurgaon,North,Regular
C022053,34,9,397416.38,4,3,4,11,Loyal,Umang Johal,Ahmedabad,West,Regular
C022054,58,10,277828.15,4,3,3,10,Potential,Orinder Rajagopalan,Chandigarh,North,Silver
C022055,19,6,218240.76,5,2,2,9,Potential,Bishakha Patla,Visakhapatnam,South,Occasional
C022056,6,10,433198.12,5,3,4,12,Loyal,Omkaar Sabharwal,Surat,West,Silver
C022057,56,1,89644.72,4,1,1,6,Lost,Vincent Nori,Coimbatore,South,Occasional
C022058,640,4,66695.73999999999,1,1,1,3,Lost,Raksha Dua,Ahmedabad,West,Occasional
C022059,25,5,84359.29,5,2,1,8,At Risk,Ojasvi Ganguly,Vadodara,West,Regular
C022060,4,3,28747.42,5,1,1,7,At Risk,Irya Sandal,Gurgaon,North,New
C022061,19,17,530183.02,5,5,4,14,Champions,Yahvi Ranganathan,Chennai,South,Silver
C022062,197,6,138598.61,2,2,2,6,Lost,Pranav Dhillon,Indore,Central,Regular
C022063,202,17,343485.63999999996,2,5,3,10,Potential,Raghav Dutt,Lucknow,North,Platinum
C022064,12,15,456246.19,5,5,4,14,Champions,Leena Sankaran,Nagpur,Central,Occasional
C022065,8,17,1098608.41,5,5,5,15,Champions,Balvan Kunda,Mumbai,West,Diamond
C022066,39,5,446279.38,4,2,4,10,Potential,Gaurangi Munshi,Pune,West,Regular
C022067,48,7,491732.08,4,2,4,10,Potential,Fiyaz Deo,Gurgaon,North,Silver
C022068,58,12,383702.51,4,4,3,11,Loyal,Finn Bhandari,Kolkata,East,Gold
C022069,295,8,162009.28,1,3,2,6,Lost,Dominic Korpal,Surat,West,Regular
C022070,31,17,800382.41,4,5,5,14,Champions,Nikita Singh,Chennai,South,Platinum
C022071,72,22,685047.92,3,5,5,13,Champions,Vinaya Comar,Chennai,South,Gold
C022072,215,14,946769.5,2,4,5,11,Loyal,Wakeeta Sathe,Gurgaon,North,Regular
C022073,418,3,90030.09,1,1,1,3,Lost,Garima Raman,Bhopal,Central,New
C022074,605,4,111833.18000000001,1,1,1,3,Lost,Andrew Palan,Bhopal,Central,Regular
C022075,122,14,519392.91000000003,2,4,4,10,Potential,Reva Srinivasan,Surat,West,Regular
C022076,44,20,695193.03,4,5,5,14,Champions,Idika Dara,Indore,Central,Gold
C022077,58,10,363074.39,4,3,3,10,Potential,Sai Rattan,Ahmedabad,West,Regular
C022078,105,20,880278.65,3,5,5,13,Champions,Chatresh Mann,Indore,Central,Gold
C022079,11,10,129419.11,5,3,2,10,Potential,Jackson Chaudhuri,Gurgaon,North,Regular
C022080,91,5,87349.51000000001,3,2,1,6,Lost,Nisha Dasgupta,Gurgaon,North,New
C022081,24,10,332562.33,5,3,3,11,Loyal,Gaurangi Mannan,Surat,West,Silver
C022082,293,13,1032839.0599999999,1,4,5,10,Potential,Veda Gokhale,Visakhapatnam,South,Silver
C022083,234,16,509474.0,1,5,4,10,Potential,Avi Pau,Chennai,South,Silver
C022084,137,6,253952.80000000002,2,2,3,7,At Risk,Jagat Koshy,Bangalore,South,Occasional
C022085,135,6,264583.67,2,2,3,7,At Risk,Dipta Mitter,Vadodara,West,Occasional
C022086,312,1,4540.27,1,1,1,3,Lost,Bhavya Gopal,Chandigarh,North,New
C022087,356,6,204947.52,1,2,2,5,Lost,Agastya Guha,Hyderabad,South,Regular
C022088,14,10,281642.96,5,3,3,11,Loyal,Udarsh Comar,Pune,West,Regular
C022089,74,10,131456.72,3,3,2,8,At Risk,Hardik Nath,Nagpur,Central,Regular
C022090,75,11,109523.70999999999,3,4,1,8,At Risk,Vansha Khurana,Kochi,South,Regular
C022092,4,9,222733.22,5,3,2,10,Potential,Vanya Seth,Chandigarh,North,Regular
C022093,122,7,109880.36,2,2,1,5,Lost,Yuvraj Sodhi,Mumbai,West,Occasional
C022094,95,6,154315.63,3,2,2,7,At Risk,Nidhi Sura,Delhi,North,Occasional
C022095,259,7,747504.89,1,2,5,8,At Risk,Omkaar Buch,Hyderabad,South,Regular
C022096,45,11,157737.46,4,4,2,10,Potential,Farhan Parmer,Gurgaon,North,Regular
